Source,Summary sentence,Factoids
,Multiple PCFs can synchronously enforce slice caps using conditional UDR updates with etags.,"""Multiple PCFs can synchronously enforce slice caps"",
""Slice cap enforcement uses conditional UDR updates with etags"""
,Maximum Group Data Rate control is extended to VN groups similarly to slice-based rate limiting.,"""Maximum Group Data Rate control is extended to VN groups"",
""Extension of Maximum Group Data Rate control to VN groups is similar to slice-based rate limiting"""
,Emergency or prioritized services can bypass slice data rate limits based on operator policy or regulation.,"""Emergency services can bypass slice data rate limits"",
""Prioritized services can bypass slice data rate limits"",
""Bypassing slice data rate limits is based on operator policy"",
""Bypassing slice data rate limits is based on regulation"""
,"Slice caps apply across both GBR and non-GBR flows—Non‑GBR via Session-AMBR, GBR via MBR in PCC rules.","""Slice caps apply across non-GBR flows"",
""Slice caps apply across GBR flows"",
""Non-GBR flows are enforced via Session-AMBR"",
""GBR flows are enforced via MBR in PCC rules"""
,"Control‑plane functions are architecturally isolated from user‑plane, mitigating CP-targeted attacks without affecting UP traffic.","""Control-plane functions are architecturally isolated from user-plane"",
""Architectural isolation mitigates CP-targeted attacks"",
""Mitigating CP-targeted attacks occurs without affecting UP traffic"""
,"MANO, NFVO, and VNF/VIM orchestrators are critical CP assets vulnerable to supply chain and virtualization-layer attacks.","""MANO is critical CP asset"",
""NFVO is critical CP asset"",
""VNF orchestrators are critical CP assets"",
""VIM orchestrators are critical CP assets"",
""Critical CP assets are vulnerable to supply chain attacks"",
""Critical CP assets are vulnerable to virtualization-layer attacks"""
,"UPF serves as the primary User‑Plane NF in 5GC, handling packet forwarding, QoS, buffering, usage reporting, and mobility anchoring.","""UPF serves as primary User-Plane NF in 5GC"",
""UPF handles packet forwarding"",
""UPF handles QoS"",
""UPF handles buffering"",
""UPF handles usage reporting"",
""UPF handles mobility anchoring"","
,"The UPF interconnects RAN and Data Networks, and performs reflective QoS marking and application-specific flow detection.","""UPF interconnects RAN and Data Networks"",
""UPF performs reflective QoS marking"",
""UPF performs application-specific flow detection"""
,"UPF uses four reference points: N3 (gNB), N4 (SMF via PFCP), N6 (Data Network), and N9 (UPF‑to‑UPF chaining).","""UPF uses N3 reference point"",
""N3 reference point connects UPF"",
""N3 reference point connects gNB"",
""UPF uses N4 reference point"",
""N4 reference point connects UPF"",
""N4 reference point connects SMF"",
""UPF connected to SMF"",
""N4 reference point uses PFCP"",
""UPF uses N6 reference point"",
""N6 reference point connects UPF"",
""N6 reference point connects Data Network"",
""UPF uses N9 reference point"",
""N9 reference point supports UPF-to-UPF chaining"""
,"PFCP over N4 installs forwarding (FAR), buffering (BAR), QoS (QER), usage (URR), and detection (PDR) rules in UPF.
","""PFCP over N4 installs forwarding rules"",
""PFCP over N4 installs buffering rules"",
""PFCP over N4 installs QoS rules"",
""PFCP over N4 installs usage rules"",
""PFCP over N4 installs detection rules"",
""PFCP over N4 install rules in UPF"""
,GTP‑U encapsulated traffic traverses N3/N9 for user-plane data exchange between RAN and/or UPF instances.,"""GTP-U encapsulated traffic traverses N3 interface"",
""GTP-U encapsulated traffic traverses N9 interface"",
""Traversal of N3 and N9 facilitates user-plane data exchange"",
""User-plane data exchange occurs between RAN and UPF instances"""
,UPF fulfills the CUPS model by decoupling data-plane processing from control-plane SMF logic and enabling edge deployment.,"""UPF fulfills Control and User Plane Separation (CUPS) model"",
""Control and User Plane Separation (CUPS) model decouples data-plane processing from control-plane SMF logic"",
""Decoupling of data-plane processing from control-plane SMF logic enables edge deployment"""
,Cloud‑native UPF architectures using microservices and Kubernetes enable elastic scaling for diverse throughput demands.,"""Cloud-native UPF architectures use microservices"",
""Cloud-native UPF architectures use Kubernetes"",
""Use of microservices and Kubernetes enables elastic scaling"",
""Elastic scaling supports diverse throughput demands"""
,Branching via N9 or uplink classification allows UPF to intelligently split or redirect traffic flows.,"""Branching via N9 allows UPF to split or redirect traffic flows intelligently"",
""Uplink classification allows UPF to split or redirect traffic flows intelligently"""
,"UPF supports IPv4/IPv6, NAT at N6, multi-tenancy, session anchoring, and reflective QoS for end-to-end service compliance.","""UPF supports IPv4"",
""UPF supports IPv6"",
""UPF supports NAT at N6"",
""UPF supports multi-tenancy"",
""UPF supports session anchoring"",
""UPF supports reflective QoS"",
""Reflective QoS enables end-to-end service compliance"""
,"UPF is the CUPS-based user-plane NF in 5GC, enabling separation from SMF and independent scaling/deployment.","""UPF is the CUPS-based user-plane NF in 5GC"",
""UPF enables separation from SMF"",
""UPF enables independent scaling"",
""UPF enables independent deployment"""
,"CUPS allows UPF to evolve and scale independently, enabling edge deployment for low-latency use cases.","""CUPS allows UPF to evolve independently"",
""CUPS allows UPF to scale independently"",
""Independent evolution and scaling of UPF enables edge deployment"",
""Edge deployment supports low-latency use cases"""
,"UPF handles mobility anchoring, IP allocation, routing, classification, branching, buffering, and PFD-based application detection.","""UPF handles mobility anchoring"",
""UPF handles IP allocation"",
""UPF handles routing"",
""UPF handles classification"",
""UPF handles branching"",
""""UPF handles buffering"",
UPF handles PFD-based application detection"""
,"Packet-level policy enforcement in UPF includes gating, redirection, traffic steering, reflective QoS marking, and rate control.","""Packet-level policy enforcement in UPF includes gating"",
""Packet-level policy enforcement in UPF includes redirection"",
""Packet-level policy enforcement in UPF includes traffic steering"",
""Packet-level policy enforcement in UPF includes reflective QoS marking"",
""Packet-level policy enforcement in UPF includes rate control"""
,"Scientific interfaces include N3 for GTP-U, N4 for PFCP rule installation, N6 for Data Network connectivity, and N9 for UPF-to-UPF chaining.","""N3 interface uses GTP-U"",
""N4 interface is used for PFCP rule installation"",
""N6 interface connects Data Network"",
""N9 interface enables UPF-to-UPF chaining"""
,"PFCP enables UPF to install PDR, FAR, BAR, QER, and URR via N4 under SMF control.","""PFCP enables rule installation"",
""Rule instalation enabled for UPF"",
""Rule instalation occurs via N4"",
""Rule instalation occurs under SMF control"",
""Rule instalation includes PDR"",
""Rule instalation includes FAR"",
""Rule instalation includes BAR"",
""Rule instalation includes QER"",
""Rule instalation includes URR"""
,"N9 chaining supports branching, multi-anchoring, and breakout of traffic flows in complex deployment scenarios.","""N9 chaining supports branching"",
""N9 chaining supports multi-anchoring"",
""N9 chaining supports breakout of traffic flows"",
""Branching applies in complex deployment scenarios"",
""Multi-anchoring applies in complex deployment scenarios"",
""Breakout applies in complex deployment scenarios"""
,Edge-deployed UPFs and cloud-native architecture support elastic scaling managed via orchestration platforms.,"""Edge-deployed UPFs support elastic scaling"",
""Cloud-native architecture supports elastic scaling"",
""Elastic scaling is managed via orchestration platforms"""
,UPF supports GTP-U-level packet duplication and elimination for handover and redundancy.,"""UPF supports GTP-U-level packet duplication"",
""UPF supports GTP-U-level packet elimination"",
""Packet duplication and elimination are used for handover"",
""Packet duplication and elimination are used for redundancy"""
,GTP octet counters on N3 (GTP.In/OutDataOctetsN3) monitor transport bandwidth usage per QoS class.,"""GTP octet counters on N3 includes GTP.InDataOctetsN3"",
""GTP octet counters on N3 includes GTP.OutDataOctetsN3"",
""GTP.In/OutDataOctetsN3 monitor transport bandwidth usage"",
""Transport bandwidth usage is tracked per QoS class"""
,"Packet loss on N3 is tracked via GTP.InDataPktLossN3QoS, enabling detection of per-class service degradation.","""Packet loss on N3 is tracked via GTP.InDataPktLossN3QoS"",
""GTP.InDataPktLossN3QoS enables detection of per-class service degradation"""
,"Average and distribution metrics of N3 round-trip delay per DSCP (e.g., GTP.RttDelayN3DlPsaUpfMean.DSCP) support QoS-level latency modelling.","""Average and distribution metrics of N3 round-trip delay per DSCP are measured using GTP.RttDelayN3DlPsaUpfMean.DSCP"",
""GTP.RttDelayN3DlPsaUpfMean.DSCP supports QoS-level latency modelling"""
,N4 PFCP session metrics measure N4SessionEstabReq/Fail and N4SessionReport/ReportSucc to assess control-plane signaling performance.,"""N4 PFCP session metrics measure N4SessionEstabReq"",
""N4 PFCP session metrics measure N4SessionEstabFail"",
""N4 PFCP session metrics measure N4SessionReport"",
""N4 PFCP session metrics measure N4SessionReportSucc"",
""These metrics assess control-plane signaling performance"""
